cidade,semana,tmedia,tmax,tmin,chuva
Campos do Jordão,2009-12-13T00:00:00Z,17.233333333333334,24.3,12.1,49.8
Campos do Jordão,2009-12-20T00:00:00Z,18.6,26.6,11.7,65.7
Campos do Jordão,2009-12-27T00:00:00Z,17.55,25.7,13.3,147.9
Campos do Jordão,2010-01-03T00:00:00Z,19.066666666666666,26.1,12.9,24.900000000000002
Campos do Jordão,2010-01-10T00:00:00Z,18.525000000000002,27.4,14.1,35.4
Campos do Jordão,2010-01-17T00:00:00Z,17.585714285714285,25.7,13.7,30.4
Campos do Jordão,2010-01-24T00:00:00Z,17.349999999999998,24.7,13.9,30.3
Campos do Jordão,2010-01-31T00:00:00Z,19.3,27,12.7,39.7
Campos do Jordão,2010-02-07T00:00:00Z,18.616666666666667,27.2,11.7,29.2
Campos do Jordão,2010-02-14T00:00:00Z,18.099999999999998,28.4,12.1,15.6
Campos do Jordão,2010-02-21T00:00:00Z,18.25,27.4,11.9,25.900000000000002
Campos do Jordão,2010-02-28T00:00:00Z,16.17142857142857,23.3,11.9,69.3
Campos do Jordão,2010-03-07T00:00:00Z,17.485714285714284,26.6,8.7,21.3
Campos do Jordão,2010-03-14T00:00:00Z,17.02,23.7,11.3,32.1
Campos do Jordão,2010-03-21T00:00:00Z,17.4,24.9,12.3,79.3
Campos do Jordão,2010-03-28T00:00:00Z,17.804761904761904,24.5,12.1,34.5
Campos do Jordão,2010-04-04T00:00:00Z,12.561904761904762,20.9,6.9,117.9
Campos do Jordão,2010-04-11T00:00:00Z,15.133333333333333,22.1,6.1,0.3
Campos do Jordão,2010-04-18T00:00:00Z,18.20952380952381,24.1,7.7,0.2
Campos do Jordão,2010-04-25T00:00:00Z,17.047619047619047,23.5,7.9,3.2
Campos do Jordão,2010-05-02T00:00:00Z,15.37142857142857,22.7,4.8,0
Campos do Jordão,2010-05-09T00:00:00Z,11.261904761904763,18.7,3,25.099999999999998
Campos do Jordão,2010-05-16T00:00:00Z,13.323809523809524,22.3,4.2,10.5
Campos do Jordão,2010-05-23T00:00:00Z,13.60952380952381,19.3,5.7,11.299999999999999
Campos do Jordão,2010-05-30T00:00:00Z,11.866666666666667,17.5,5.3,11.7
Campos do Jordão,2010-06-06T00:00:00Z,9.771428571428572,17.3,-0.2,8.4
Campos do Jordão,2010-06-13T00:00:00Z,11.20952380952381,20.7,0.6,0.2
Campos do Jordão,2010-06-20T00:00:00Z,14.371428571428572,21.3,6.1,1.7
Campos do Jordão,2010-06-27T00:00:00Z,10.404761904761905,19.1,-0.2,0
Campos do Jordão,2010-07-04T00:00:00Z,9.4,19.3,2,0
Campos do Jordão,2010-07-11T00:00:00Z,12.185714285714285,18.7,6.5,67.1
Campos do Jordão,2010-07-18T00:00:00Z,13.79047619047619,21.9,7.7,0
Campos do Jordão,2010-07-25T00:00:00Z,13.133333333333333,19.7,4.4,0
Campos do Jordão,2010-08-01T00:00:00Z,12.714285714285715,21.9,0.8,0.4
Campos do Jordão,2010-08-08T00:00:00Z,14.371428571428572,21.5,5.3,0
Campos do Jordão,2010-08-15T00:00:00Z,10.628571428571428,22.3,-0.8,0
Campos do Jordão,2010-08-22T00:00:00Z,17.10952380952381,25.7,4,0
Campos do Jordão,2010-08-29T00:00:00Z,17.61904761904762,25.5,5.5,0
Campos do Jordão,2010-09-05T00:00:00Z,15.433333333333334,24.5,4.4,0
Campos do Jordão,2010-09-12T00:00:00Z,18.847619047619048,26.4,6.7,0
Campos do Jordão,2010-09-19T00:00:00Z,17.123809523809523,25.5,7.1,26.799999999999997
Campos do Jordão,2010-09-26T00:00:00Z,15.085714285714285,22.3,10.5,92.1
Campos do Jordão,2010-10-03T00:00:00Z,15.81904761904762,25.1,7.7,7.1
Campos do Jordão,2010-10-10T00:00:00Z,14.523809523809524,25.5,2,2.8
Campos do Jordão,2010-10-17T00:00:00Z,17.2,26.1,2.2,56.8
Campos do Jordão,2010-10-24T00:00:00Z,16.676190476190477,25.9,6.1,44.8
Campos do Jordão,2010-10-31T00:00:00Z,16.97142857142857,25.1,6.7,50.4
Campos do Jordão,2010-11-07T00:00:00Z,16.99047619047619,26.2,9.7,33.3
Campos do Jordão,2010-11-14T00:00:00Z,16.18095238095238,26.6,6.5,62.1
Campos do Jordão,2010-11-21T00:00:00Z,18.685714285714287,25.7,8.7,62.3
Campos do Jordão,2010-11-28T00:00:00Z,19.914285714285715,26.8,8.3,109.4
Campos do Jordão,2010-12-05T00:00:00Z,19.857142857142858,25.7,12.3,24.3
Campos do Jordão,2010-12-12T00:00:00Z,18.18888888888889,26.4,13.1,54.199999999999996
Campos do Jordão,2010-12-19T00:00:00Z,19.27777777777778,26.4,12.5,69.8
Campos do Jordão,2010-12-26T00:00:00Z,18.12222222222222,24.9,9.5,18
Campos do Jordão,2011-02-20T00:00:00Z,18.933333333333334,24.9,11.1,69.9
Campos do Jordão,2011-02-27T00:00:00Z,16.276190476190475,24.5,12.9,162.4
Campos do Jordão,2011-03-06T00:00:00Z,16.942857142857143,22.5,12.5,58.800000000000004
Campos do Jordão,2011-03-13T00:00:00Z,17.885714285714286,22.1,12.3,133.4
Campos do Jordão,2011-03-20T00:00:00Z,17.55238095238095,25.1,12.5,6.2
Campos do Jordão,2011-03-27T00:00:00Z,18.571428571428573,24.7,11.3,40
Campos do Jordão,2011-04-03T00:00:00Z,15.895238095238096,20.5,8.3,72.5
Campos do Jordão,2011-04-10T00:00:00Z,17.295238095238094,24.5,9.1,75.4
Campos do Jordão,2011-04-17T00:00:00Z,17.34285714285714,22.1,8.3,0
Campos do Jordão,2011-04-24T00:00:00Z,14.40952380952381,21.9,7.9,34.1
Campos do Jordão,2011-05-01T00:00:00Z,15.152380952380952,20.1,6.9,6.9
Campos do Jordão,2011-05-08T00:00:00Z,14.147619047619047,19.1,6.7,0.9
Campos do Jordão,2011-05-15T00:00:00Z,10.99047619047619,15.9,4.2,26.7
Campos do Jordão,2011-05-22T00:00:00Z,11.65,17.1,3.6,0
Campos do Jordão,2012-01-22T00:00:00Z,17.32,24.7,11.1,45.2
Campos do Jordão,2012-01-29T00:00:00Z,18.17142857142857,25.1,5.7,6.5
Campos do Jordão,2012-02-05T00:00:00Z,20.485714285714284,26.7,6.1,21
Campos do Jordão,2012-02-12T00:00:00Z,18.19047619047619,23.6,6.7,47.4
Campos do Jordão,2012-02-19T00:00:00Z,18.6,24.9,11.7,49.199999999999996
Campos do Jordão,2012-02-26T00:00:00Z,20.41904761904762,27.7,10.7,49.5
Campos do Jordão,2012-03-04T00:00:00Z,18,24.3,9.5,22.599999999999998
Campos do Jordão,2012-03-11T00:00:00Z,17.257142857142856,24.7,10.5,51
Campos do Jordão,2012-03-18T00:00:00Z,17.057142857142857,23.4,8.7,13.6
Campos do Jordão,2012-03-25T00:00:00Z,17.833333333333332,24.5,9.7,10.8
Campos do Jordão,2012-04-01T00:00:00Z,17.82857142857143,24.5,9.7,3.9000000000000004
Campos do Jordão,2012-04-08T00:00:00Z,17.114285714285714,22.4,10.1,18.5
Campos do Jordão,2012-04-15T00:00:00Z,15.942857142857143,21.4,8.5,47.1
Campos do Jordão,2012-04-22T00:00:00Z,15.6,20.2,7.7,62.2
Campos do Jordão,2012-04-29T00:00:00Z,14.666666666666666,17,10.7,15.9
Campos do Jordão,2012-05-06T00:00:00Z,13.304761904761905,18,5.7,0.3
Campos do Jordão,2012-05-13T00:00:00Z,11.385714285714286,16.6,3.8,12.299999999999999
Campos do Jordão,2012-05-20T00:00:00Z,11.876190476190477,15.6,4.6,15.6
Campos do Jordão,2012-05-27T00:00:00Z,14.380952380952381,18.8,4.6,1.5
Campos do Jordão,2012-06-03T00:00:00Z,13.338888888888889,19.2,7.9,35.9
Campos do Jordão,2012-06-10T00:00:00Z,11.157142857142857,16.8,4.9,21.5
Campos do Jordão,2012-06-17T00:00:00Z,12.5,17,5.5,90.6
Campos do Jordão,2012-06-24T00:00:00Z,11.216666666666667,16.8,4.6,0.5
Campos do Jordão,2012-07-01T00:00:00Z,12.028571428571428,17.6,5.1,0.4
Campos do Jordão,2012-07-08T00:00:00Z,10.961904761904762,17.4,-0.2,31.200000000000003
Campos do Jordão,2012-07-15T00:00:00Z,9.704761904761904,17,0.6,35.300000000000004
Campos do Jordão,2012-07-22T00:00:00Z,14.695238095238096,20.2,6.5,0
Campos do Jordão,2012-07-29T00:00:00Z,13.152380952380952,19,5.1,0
Campos do Jordão,2012-08-05T00:00:00Z,12.40952380952381,18.2,2.2,0
Campos do Jordão,2012-08-12T00:00:00Z,13.723809523809525,19.2,4.4,0
Campos do Jordão,2012-08-19T00:00:00Z,13.804761904761904,19.8,0.8,0
Campos do Jordão,2012-08-26T00:00:00Z,13.799999999999999,23.2,2.8,9.8
Campos do Jordão,2012-09-02T00:00:00Z,16.233333333333334,24.2,6.3,0
Campos do Jordão,2012-09-09T00:00:00Z,18.17142857142857,24.2,8.3,0
Campos do Jordão,2012-09-16T00:00:00Z,18.123809523809523,27.1,8.5,20.4
Campos do Jordão,2012-09-23T00:00:00Z,11.39047619047619,19.8,0.4,19.3
Campos do Jordão,2012-09-30T00:00:00Z,18.438095238095237,26.9,3.6,24.5
Campos do Jordão,2012-10-07T00:00:00Z,17.38095238095238,25.9,7.9,47.6
Campos do Jordão,2012-10-14T00:00:00Z,12.333333333333334,16.6,9.1,1.1
São Paulo,1987-12-27T00:00:00Z,24.483333333333334,30,19.6,1.3
São Paulo,1988-01-03T00:00:00Z,22.552380952380954,31.1,17.3,77.2
São Paulo,1988-01-10T00:00:00Z,25.34285714285714,31.2,17.6,25.200000000000003
São Paulo,1988-01-17T00:00:00Z,27.395238095238096,34.2,20.4,88.10000000000001
São Paulo,1988-01-24T00:00:00Z,25.59047619047619,32.2,19.2,101.1
São Paulo,1988-01-31T00:00:00Z,21.933333333333334,31,17,14.1
São Paulo,1988-02-07T00:00:00Z,20.38095238095238,25.8,16.2,50
São Paulo,1988-02-14T00:00:00Z,23.704761904761906,30,16.6,140.6
São Paulo,1988-02-21T00:00:00Z,23.62857142857143,31.6,18.6,47.4
São Paulo,1988-02-28T00:00:00Z,23.590476190476192,30,18.6,146.6
São Paulo,1988-03-06T00:00:00Z,22.68095238095238,29.8,16.8,6.4
São Paulo,1988-03-13T00:00:00Z,22.704761904761906,30.8,15.8,82.1
São Paulo,1988-03-20T00:00:00Z,23.65714285714286,30.2,16,0
São Paulo,1988-03-27T00:00:00Z,25.090476190476192,31,18.4,20.5
São Paulo,1988-04-03T00:00:00Z,21.933333333333334,29.6,13.8,3.1
São Paulo,1988-04-10T00:00:00Z,20.376190476190477,27.6,14.8,79.2
São Paulo,1988-04-17T00:00:00Z,21.271428571428572,28.6,17.5,66.10000000000001
São Paulo,1988-04-24T00:00:00Z,20.047619047619047,29.4,13.6,6.1
São Paulo,1988-05-01T00:00:00Z,19.295238095238094,28.1,13.2,10.5
São Paulo,1988-05-08T00:00:00Z,19.061904761904763,25.4,12.2,27
São Paulo,1988-05-15T00:00:00Z,20.542857142857144,27.2,15.4,18.7
São Paulo,1988-05-22T00:00:00Z,17.252380952380953,25,12.4,85.3
São Paulo,1988-05-29T00:00:00Z,14.076190476190476,19.8,6.4,80.9
São Paulo,1988-06-05T00:00:00Z,17.123809523809523,27.4,4.2,0.1
São Paulo,1988-06-12T00:00:00Z,14.852380952380953,24,5.8,34
São Paulo,1988-06-19T00:00:00Z,18.542857142857144,27.1,8.4,13.1
São Paulo,1988-06-26T00:00:00Z,17.557142857142857,25.2,10.4,0
São Paulo,1988-07-03T00:00:00Z,18.609523809523807,25.5,10.8,0.1
São Paulo,1988-07-10T00:00:00Z,11.238095238095239,17.7,5.2,0.6000000000000001
São Paulo,1988-07-17T00:00:00Z,15.333333333333334,25,8.8,0
São Paulo,1988-07-24T00:00:00Z,12.8,20.1,6.9,1.5
São Paulo,1988-07-31T00:00:00Z,16.10952380952381,22.6,8.4,0
São Paulo,1988-08-07T00:00:00Z,16.866666666666667,27.4,9.8,0.1
São Paulo,1988-08-14T00:00:00Z,19.213333333333335,27.2,10.2,0
São Paulo,1988-08-21T00:00:00Z,20.86190476190476,28.6,12.8,2.5
São Paulo,1988-08-28T00:00:00Z,21.233333333333334,30.8,12,0.3
São Paulo,1988-09-04T00:00:00Z,20.266666666666666,31.8,11.9,0
São Paulo,1988-09-11T00:00:00Z,20.742857142857144,33.7,12.2,26.5
São Paulo,1988-09-18T00:00:00Z,21.295238095238094,33.4,12.8,5.8
São Paulo,1988-09-25T00:00:00Z,22.6,34.9,13.3,2.1
São Paulo,1988-10-02T00:00:00Z,20.476190476190474,31.1,14,11.5
São Paulo,1988-10-09T00:00:00Z,18.504761904761903,27.7,11.4,16.8
São Paulo,1988-10-16T00:00:00Z,19.00952380952381,28.7,14.6,65.5
São Paulo,1988-10-23T00:00:00Z,18.60952380952381,27,11,76.3
São Paulo,1988-10-30T00:00:00Z,18.204761904761906,29.8,12,36.6
São Paulo,1988-11-06T00:00:00Z,21.866666666666667,31.6,13.4,11.100000000000001
São Paulo,1988-11-13T00:00:00Z,22.333333333333332,29.9,16.4,17.8
São Paulo,1988-11-20T00:00:00Z,22.16190476190476,29.2,15.1,12
São Paulo,1988-11-27T00:00:00Z,19.442857142857143,26.5,11.4,23.7
São Paulo,1988-12-04T00:00:00Z,22.36190476190476,29.8,14,0
São Paulo,1988-12-11T00:00:00Z,24.504761904761907,31,18.8,11.9
São Paulo,1988-12-18T00:00:00Z,23.066666666666666,30.6,18.1,216.5
São Paulo,1988-12-25T00:00:00Z,22.50952380952381,29.1,18.7,35.7
São Paulo,1989-01-01T00:00:00Z,21.733333333333334,28.2,18.5,132.6
São Paulo,1989-01-08T00:00:00Z,22.17142857142857,26.8,18.6,76.5
São Paulo,1989-01-15T00:00:00Z,24.46666666666667,31,18,35.6
São Paulo,1989-01-22T00:00:00Z,24.752380952380953,32,17.4,114.5
São Paulo,1989-01-29T00:00:00Z,24.876190476190477,32,18.2,15.5
São Paulo,1989-02-05T00:00:00Z,21.419047619047618,27.6,17.9,95.5
São Paulo,1989-02-12T00:00:00Z,24.014285714285712,30,18.8,121
São Paulo,1989-02-19T00:00:00Z,25.504761904761907,31.3,19.8,26.299999999999997
São Paulo,1989-02-26T00:00:00Z,23.77619047619048,31,19.4,78
São Paulo,1989-03-05T00:00:00Z,22.82857142857143,29.2,16.1,31.1
São Paulo,1989-03-12T00:00:00Z,22.34285714285714,30.6,17.7,55.6
São Paulo,1989-03-19T00:00:00Z,23.70952380952381,30.2,18.4,38.2
São Paulo,1989-03-26T00:00:00Z,23.21904761904762,29.2,18.4,64
São Paulo,1989-04-02T00:00:00Z,23.571428571428573,30.6,17.8,11.2
São Paulo,1989-04-09T00:00:00Z,23.81904761904762,30.6,16.6,48.8
São Paulo,1989-04-16T00:00:00Z,20.21904761904762,29.6,13,22.599999999999998
São Paulo,1989-04-23T00:00:00Z,21.40952380952381,28.2,12.4,0
São Paulo,1989-04-30T00:00:00Z,22.36190476190476,29.6,16.3,13.3
São Paulo,1989-05-07T00:00:00Z,16.88095238095238,23,6.2,2.5
São Paulo,1989-05-14T00:00:00Z,18.35238095238095,23,13,0
São Paulo,1989-05-21T00:00:00Z,17.70952380952381,26,10.8,10.7
São Paulo,1989-05-28T00:00:00Z,17.228571428571428,24.2,11.8,3.9000000000000004
São Paulo,1989-06-04T00:00:00Z,20.01904761904762,26.8,15,2.5
São Paulo,1989-06-11T00:00:00Z,13.938095238095238,20.9,9,30
São Paulo,1989-06-18T00:00:00Z,17.6,24,12.8,0
São Paulo,1989-06-25T00:00:00Z,16.304761904761904,23.8,10,11.9
São Paulo,1989-07-02T00:00:00Z,14.666666666666666,26,7.7,1.5
São Paulo,1989-07-09T00:00:00Z,14.161111111111111,23.2,7.7,0
São Paulo,1989-07-16T00:00:00Z,15.885714285714286,24.4,8.7,0
São Paulo,1989-07-23T00:00:00Z,19.37777777777778,26.6,10.6,51.2
São Paulo,1989-07-30T00:00:00Z,16.00952380952381,25,10.7,71.6
São Paulo,1989-08-06T00:00:00Z,15.457142857142857,22.1,7,0.7
São Paulo,1989-08-13T00:00:00Z,18.014285714285712,26.8,8.4,0
São Paulo,1989-08-20T00:00:00Z,21.32857142857143,28,14,31.2
São Paulo,1989-08-27T00:00:00Z,17.9,27.6,11.5,9.9
São Paulo,1989-09-03T00:00:00Z,17.923809523809524,28.2,9.4,2.9
São Paulo,1989-09-10T00:00:00Z,20.92857142857143,29.8,11.4,58.7
São Paulo,1989-09-17T00:00:00Z,18.404761904761905,31.4,10,0.4
São Paulo,1989-09-24T00:00:00Z,17.49047619047619,31.3,9.6,10.7
São Paulo,1989-10-01T00:00:00Z,19.185714285714287,29.2,12,15.7
São Paulo,1989-10-08T00:00:00Z,18.31904761904762,25.6,12.6,1.8
São Paulo,1989-10-15T00:00:00Z,16.92857142857143,24.8,10.8,15.7
São Paulo,1989-10-22T00:00:00Z,19.214285714285715,31.6,12,32.199999999999996
São Paulo,1989-10-29T00:00:00Z,18.47142857142857,29.6,11.9,4.6
São Paulo,1989-11-05T00:00:00Z,20.204761904761906,27,12.8,14.2
São Paulo,1989-11-12T00:00:00Z,20.31904761904762,28,13,34.1
São Paulo,1989-11-19T00:00:00Z,23.5,30.8,16.9,17.4
São Paulo,1989-11-26T00:00:00Z,21,30.6,14.5,12.1
São Paulo,1989-12-03T00:00:00Z,22.428571428571427,31.3,14.5,0
São Paulo,1989-12-10T00:00:00Z,22.83809523809524,29.1,17,33.3
São Paulo,1989-12-17T00:00:00Z,22.772222222222222,28.9,14.1,11
São Paulo,1989-12-24T00:00:00Z,21.35238095238095,27.2,17.4,56.3
São Paulo,1989-12-31T00:00:00Z,21.876190476190477,27.7,17.2,104.4
São Paulo,1990-01-07T00:00:00Z,24.414285714285715,31.3,19.8,49
São Paulo,1990-01-14T00:00:00Z,26.266666666666666,32.6,19.3,31.7
São Paulo,1990-01-21T00:00:00Z,25.457142857142856,32.6,17.2,105.80000000000001
São Paulo,1990-01-28T00:00:00Z,26.061904761904763,33.2,19.4,9.2
São Paulo,1990-02-04T00:00:00Z,24.62857142857143,31.6,18.2,7.2
São Paulo,1990-02-11T00:00:00Z,24.652380952380952,30.6,18.9,85.9
São Paulo,1990-02-18T00:00:00Z,23.414285714285715,31,17.2,36
São Paulo,1990-02-25T00:00:00Z,22.904761904761905,30.6,18,29.7
São Paulo,1990-03-04T00:00:00Z,24.36190476190476,30.6,17.4,50.699999999999996
São Paulo,1990-03-11T00:00:00Z,26.228571428571428,32.6,19.4,45.5
São Paulo,1990-03-18T00:00:00Z,22.49047619047619,30.6,18.4,116
São Paulo,1990-03-25T00:00:00Z,24.29047619047619,31.4,19.1,1.4
São Paulo,1990-04-01T00:00:00Z,25.36111111111111,31.4,18.9,0
São Paulo,1990-04-08T00:00:00Z,24.17142857142857,30.6,16.2,0
São Paulo,1990-04-15T00:00:00Z,21.28095238095238,29.6,15,60.8
São Paulo,1990-04-22T00:00:00Z,25.133333333333333,30,18.3,0
São Paulo,1990-04-29T00:00:00Z,19.561904761904763,28.6,14,33.300000000000004
São Paulo,1990-05-06T00:00:00Z,19.847619047619048,26.8,14.6,24.4
São Paulo,1990-05-13T00:00:00Z,17.195238095238096,24.5,5.4,11.4
São Paulo,1990-05-20T00:00:00Z,15.961904761904762,25.2,5.8,0
São Paulo,1990-05-27T00:00:00Z,21.547619047619047,27.2,13,0
São Paulo,1990-06-03T00:00:00Z,20.476190476190478,26.2,13.8,19.4
São Paulo,1990-06-10T00:00:00Z,16.333333333333332,23.6,9.5,10.4
São Paulo,1990-06-17T00:00:00Z,15.22857142857143,24.6,7,9.2
São Paulo,1990-06-24T00:00:00Z,16.55238095238095,24.6,7,0.2
São Paulo,1990-07-01T00:00:00Z,18.226666666666667,26.2,11.2,17.400000000000002
São Paulo,1990-07-08T00:00:00Z,15.066666666666666,19.8,9.2,5.7
São Paulo,1990-07-15T00:00:00Z,16.973333333333333,25,9.2,53.1
São Paulo,1990-07-22T00:00:00Z,16.186666666666667,24.4,6.2,39.2
São Paulo,1990-07-29T00:00:00Z,13.573333333333334,22.6,5,0
São Paulo,1990-08-05T00:00:00Z,16.80952380952381,26.2,10,0.2
São Paulo,1990-08-12T00:00:00Z,19.038095238095238,26.8,12,7.6000000000000005
São Paulo,1990-08-19T00:00:00Z,16.095238095238095,26.4,10.4,32.9
São Paulo,1990-08-26T00:00:00Z,16.8,25.4,8,8.9
São Paulo,1990-09-02T00:00:00Z,16.62857142857143,23,12.2,25.6
São Paulo,1990-09-09T00:00:00Z,17.390476190476193,31.4,8,61.4
São Paulo,1990-09-16T00:00:00Z,21.52857142857143,31.4,8,0
São Paulo,1990-09-23T00:00:00Z,15.9,24.6,8.4,8.1
São Paulo,1990-09-30T00:00:00Z,20.895238095238096,29.6,15.6,8.700000000000001
São Paulo,1990-10-07T00:00:00Z,26.085714285714285,33.4,16.2,21.8
São Paulo,1990-10-14T00:00:00Z,19.57142857142857,31.2,12.8,79.8
São Paulo,1990-10-21T00:00:00Z,19.266666666666666,26.6,13.6,1.1
São Paulo,1990-10-28T00:00:00Z,25.40952380952381,31.6,16.6,8.7
São Paulo,1990-11-04T00:00:00Z,22.19047619047619,31.2,15,45.7
São Paulo,1990-11-11T00:00:00Z,25.82857142857143,33.8,17.6,7.9
São Paulo,1990-11-18T00:00:00Z,24.285714285714285,31.4,18.2,20.4
São Paulo,1990-11-25T00:00:00Z,23.266666666666666,31.6,15.6,0.5
São Paulo,1990-12-02T00:00:00Z,23.576190476190476,32.2,16.8,30.200000000000003
São Paulo,1990-12-09T00:00:00Z,21.261904761904763,28.6,14.8,57.1
São Paulo,1990-12-16T00:00:00Z,24.17142857142857,31.6,16.7,14.2
São Paulo,1990-12-23T00:00:00Z,23.133333333333333,31.8,14,20.6
São Paulo,1990-12-30T00:00:00Z,21.323809523809523,28.8,12.8,30.6
São Paulo,1991-01-06T00:00:00Z,22.676190476190477,30,17.2,22.1
São Paulo,1991-01-13T00:00:00Z,21.866666666666667,30.6,16.2,124.60000000000001
São Paulo,1991-01-20T00:00:00Z,24.152380952380952,31,17.8,24
São Paulo,1991-01-27T00:00:00Z,23.652380952380952,29.4,17.4,98.2
São Paulo,1991-02-03T00:00:00Z,22.666666666666668,31,18.2,163.8
São Paulo,1991-02-10T00:00:00Z,23.44761904761905,29.6,17.6,97.4
São Paulo,1991-02-17T00:00:00Z,22.409523809523808,30.4,16.4,52.9
São Paulo,1991-02-24T00:00:00Z,22.66190476190476,30.4,16,22.6
São Paulo,1991-03-03T00:00:00Z,22.676190476190477,30,17,133.4
São Paulo,1991-03-10T00:00:00Z,22.595238095238095,30.8,15.8,51.5
São Paulo,1991-03-17T00:00:00Z,21.87142857142857,30.1,16.4,111.7
São Paulo,1991-03-24T00:00:00Z,19.076190476190476,25.8,15,147.5
São Paulo,1991-03-31T00:00:00Z,20.804761904761904,27.8,13.8,19.3
São Paulo,1991-04-07T00:00:00Z,22.904761904761905,30.2,16,0
São Paulo,1991-04-14T00:00:00Z,22.60952380952381,29.4,14,41.800000000000004
São Paulo,1991-04-21T00:00:00Z,19.414285714285715,26.4,13.6,105.7
São Paulo,1991-04-28T00:00:00Z,19.776190476190475,26.2,14.6,6.7
São Paulo,1991-05-05T00:00:00Z,17.876190476190477,26.4,13,20
São Paulo,1991-05-12T00:00:00Z,18.938095238095237,23.4,14.2,6.8
São Paulo,1991-05-19T00:00:00Z,20.295238095238094,26.4,12,5.2
São Paulo,1991-05-26T00:00:00Z,20.961904761904762,26.6,12.8,0
São Paulo,1991-06-02T00:00:00Z,20.01904761904762,26.4,11.6,3
São Paulo,1991-06-09T00:00:00Z,16.66190476190476,23.8,11.6,1.3
São Paulo,1991-06-16T00:00:00Z,20.495238095238093,28.2,13,10.3
São Paulo,1991-06-23T00:00:00Z,17.866666666666667,25,13.4,68.2
São Paulo,1991-06-30T00:00:00Z,15.914285714285715,23.4,9.6,3
São Paulo,1991-07-07T00:00:00Z,18.433333333333334,25.8,9,0
São Paulo,1991-07-28T00:00:00Z,14.71111111111111,26.4,6.4,3
São Paulo,1991-08-04T00:00:00Z,19.276190476190475,28,6.6,36.3
São Paulo,1991-08-11T00:00:00Z,16.876190476190477,23.6,9.4,0
São Paulo,1991-08-18T00:00:00Z,19.104761904761904,27,9.5,0
São Paulo,1991-08-25T00:00:00Z,22.253333333333334,28.8,14.5,0
São Paulo,1991-09-01T00:00:00Z,16.995238095238097,26.2,10.8,4
São Paulo,1991-09-08T00:00:00Z,18.62857142857143,30.3,11,0
São Paulo,1991-09-15T00:00:00Z,19.814285714285713,31.4,13.2,17.4
São Paulo,1991-09-22T00:00:00Z,18.047619047619047,27.4,12.3,17.9
São Paulo,1991-09-29T00:00:00Z,17.885714285714286,24.6,13.9,60.9
São Paulo,1991-10-06T00:00:00Z,17.20952380952381,23.9,12,119.10000000000001
São Paulo,1991-10-13T00:00:00Z,23.909523809523808,33,15.2,0.1
São Paulo,1991-10-20T00:00:00Z,23.52857142857143,30.1,16.3,0.1
São Paulo,1991-10-27T00:00:00Z,21.652380952380952,31,15.7,12.7
São Paulo,1991-11-03T00:00:00Z,21.38095238095238,30.6,14,1.2000000000000002
São Paulo,1991-11-10T00:00:00Z,22.038095238095238,29.6,16.5,33
São Paulo,1991-11-17T00:00:00Z,22.63809523809524,30.6,15.2,0
São Paulo,1991-11-24T00:00:00Z,24.97142857142857,32.5,16.8,1.1
São Paulo,1991-12-01T00:00:00Z,22.85238095238095,31.8,14.8,74.8
São Paulo,1991-12-08T00:00:00Z,24.45714285714286,30,19.8,36.1
São Paulo,1991-12-15T00:00:00Z,23.976190476190478,31.2,19.4,68.2
São Paulo,1991-12-22T00:00:00Z,23.228571428571428,29.9,17.2,33.4
São Paulo,1991-12-29T00:00:00Z,24.885714285714286,30.9,16.6,36.4
São Paulo,1992-01-05T00:00:00Z,22.357142857142858,30.2,16,24.400000000000002
São Paulo,1992-01-12T00:00:00Z,22.676190476190477,30.5,17.4,79.3
São Paulo,1992-01-19T00:00:00Z,22.428571428571427,28.5,17.2,6.8
São Paulo,1992-01-26T00:00:00Z,25.2,32.3,20,71.6
São Paulo,1992-02-02T00:00:00Z,22.8,27.3,15.6,33.9
São Paulo,1992-02-09T00:00:00Z,25.619047619047617,31.7,19.1,11.1
São Paulo,1992-02-16T00:00:00Z,25.63809523809524,32.3,18,93.10000000000001
São Paulo,1992-02-23T00:00:00Z,23.457142857142856,30.6,17,38.9
São Paulo,1992-03-01T00:00:00Z,22.49047619047619,29.8,15.6,21.9
São Paulo,1992-03-08T00:00:00Z,23.628571428571426,30,16.4,82
São Paulo,1992-03-15T00:00:00Z,23.085714285714285,29.6,17.2,34.8
São Paulo,1992-03-22T00:00:00Z,23.68095238095238,30.4,19,52.199999999999996
São Paulo,1992-03-29T00:00:00Z,22.238095238095237,29.3,17,101.8
São Paulo,1992-04-05T00:00:00Z,22.257142857142856,29.9,15.1,0
São Paulo,1992-04-12T00:00:00Z,21.452380952380953,28.2,14.6,22
São Paulo,1992-04-19T00:00:00Z,21.752380952380953,28.4,14.8,5.8
São Paulo,1992-04-26T00:00:00Z,21.04285714285714,26.6,16.2,28.8
São Paulo,1992-05-03T00:00:00Z,19.571428571428573,24.8,14,20.599999999999998
São Paulo,1992-05-10T00:00:00Z,21.523809523809522,27.4,16.1,10.7
São Paulo,1992-05-17T00:00:00Z,19.385714285714286,26.4,13.3,23.8
São Paulo,1992-05-24T00:00:00Z,20.933333333333334,27.4,13.3,0
São Paulo,1992-05-31T00:00:00Z,21.285714285714285,27.3,15,0.2
São Paulo,1992-06-07T00:00:00Z,21.085714285714285,28.8,13,0
São Paulo,1992-06-14T00:00:00Z,16.204761904761906,22.8,9.9,0
