cidade,semana,mes,ano,tmedia,tmax,tmin,chuva
Campina Grande,2018-05-27T00:00:00Z,5,2018,23.33809523809524,27.9,17.8,15.299999999999999
Campina Grande,2018-06-03T00:00:00Z,6,2018,23.28333333333333,27.2,17.8,10.9
Campina Grande,2018-06-10T00:00:00Z,6,2018,22.923809523809524,27.7,18.1,3.5
Campina Grande,2018-06-17T00:00:00Z,6,2018,22.723809523809525,27.3,17.1,0.8
Campina Grande,2018-06-24T00:00:00Z,6,2018,22.166666666666668,27.6,16.9,8.7
Campina Grande,2018-07-01T00:00:00Z,7,2018,22.63809523809524,28.3,16.6,20.1
Campina Grande,2018-07-08T00:00:00Z,7,2018,22.547619047619047,27.8,17.2,8.700000000000001
Campina Grande,2018-07-15T00:00:00Z,7,2018,22.227777777777778,27.6,16.8,2.7
Campina Grande,2018-07-22T00:00:00Z,7,2018,22.514285714285716,28,17.1,2
Campina Grande,2018-07-29T00:00:00Z,7,2018,23.355555555555554,28.7,17.3,0.5
Campina Grande,2018-08-05T00:00:00Z,8,2018,23.55,29.7,17.2,0
Campina Grande,2018-08-12T00:00:00Z,8,2018,24.31904761904762,30.4,17.9,0
Campina Grande,2018-08-19T00:00:00Z,8,2018,23.307142857142857,29.7,17.3,8.200000000000001
Campina Grande,2018-08-26T00:00:00Z,8,2018,22.826190476190476,29.7,17.1,1.9
Campina Grande,2018-09-02T00:00:00Z,9,2018,23.84285714285714,29.9,17.8,1
Campina Grande,2018-09-09T00:00:00Z,9,2018,23.833333333333332,28.8,18.6,0
Campina Grande,2018-09-16T00:00:00Z,9,2018,24.266666666666666,29.3,18,0.9
Campina Grande,2018-09-23T00:00:00Z,9,2018,24.626190476190477,32.1,17.9,0
Campina Grande,2018-09-30T00:00:00Z,9,2018,25.253333333333334,32,18,0
Campina Grande,2018-10-07T00:00:00Z,10,2018,25.10952380952381,30.7,18.9,1.8
Campina Grande,2018-10-14T00:00:00Z,10,2018,25.919047619047618,32.9,19.2,0
Campina Grande,2018-10-21T00:00:00Z,10,2018,26.080952380952382,32.1,19.5,0
Campina Grande,2018-10-28T00:00:00Z,10,2018,26.152380952380952,32.7,19.7,0
Campina Grande,2018-11-04T00:00:00Z,11,2018,25.977777777777778,32.3,20.2,0
Campina Grande,2018-11-11T00:00:00Z,11,2018,26.223809523809525,32,19.8,0
Campina Grande,2018-11-18T00:00:00Z,11,2018,26.3,32.2,20.4,0
Campina Grande,2018-11-25T00:00:00Z,11,2018,25.409523809523808,31.8,19.9,2.7
Campina Grande,2018-12-02T00:00:00Z,12,2018,27.33809523809524,33.4,20.3,0
Campina Grande,2018-12-09T00:00:00Z,12,2018,25.495238095238097,31.5,18.8,24.599999999999998
Campina Grande,2018-12-16T00:00:00Z,12,2018,25.557142857142857,31.2,19.2,4.1
Campina Grande,2018-12-23T00:00:00Z,12,2018,24.12142857142857,32.4,19.2,0
Campina Grande,2018-12-30T00:00:00Z,12,2018,26.135714285714286,33.1,20.1,0
Campina Grande,2019-01-06T00:00:00Z,1,2019,25.633333333333333,32.1,19.2,3.8
Campina Grande,2019-01-13T00:00:00Z,1,2019,27.12857142857143,33.5,20,0
Campina Grande,2019-01-20T00:00:00Z,1,2019,26.67142857142857,33.3,19.6,0
Campina Grande,2019-01-27T00:00:00Z,1,2019,26.395238095238096,32.4,19.6,7.3999999999999995
Campina Grande,2019-02-03T00:00:00Z,2,2019,25.314285714285713,32.2,19.5,20.1
Campina Grande,2019-02-10T00:00:00Z,2,2019,25.994444444444444,31.1,20.3,9.6
Campina Grande,2019-02-17T00:00:00Z,2,2019,25.85238095238095,31.6,20.5,18.900000000000002
Campina Grande,2019-02-24T00:00:00Z,2,2019,25.94761904761905,31.1,20.5,2
Campina Grande,2019-03-03T00:00:00Z,3,2019,25.271428571428572,31.4,20.3,13.5
Campina Grande,2019-03-10T00:00:00Z,3,2019,26.066666666666666,31.6,20.4,7.1
Campina Grande,2019-03-17T00:00:00Z,3,2019,27.14761904761905,33.4,21.3,0
Campina Grande,2019-03-24T00:00:00Z,3,2019,26.104761904761904,31.9,20,6
Campina Grande,2019-03-31T00:00:00Z,3,2019,25.49047619047619,30.6,19.6,35.3
Campina Grande,2019-04-07T00:00:00Z,4,2019,25.885714285714286,31.1,20.6,0.6
Campina Grande,2019-04-14T00:00:00Z,4,2019,26.142857142857142,31.8,20.3,17.6
Campina Grande,2019-04-21T00:00:00Z,4,2019,25.404761904761905,30.7,20,41.8
Campina Grande,2019-04-28T00:00:00Z,4,2019,26.066666666666666,30.5,20.3,1.3
Campina Grande,2019-05-05T00:00:00Z,5,2019,25.63809523809524,30.4,19.3,6.3
Campina Grande,2019-05-12T00:00:00Z,5,2019,26.538095238095238,31.7,20.7,0
Campina Grande,2019-05-19T00:00:00Z,5,2019,25.31904761904762,30.4,20.5,16.3
Campina Grande,2019-05-26T00:00:00Z,5,2019,24.914285714285715,30.1,19.3,5.5
Campina Grande,2019-06-02T00:00:00Z,6,2019,25.64761904761905,30.7,18.7,0.4
Campina Grande,2019-06-09T00:00:00Z,6,2019,23.655555555555555,29.7,19.7,46
João Pessoa,2008-01-06T00:00:00Z,1,2008,28.866666666666667,31.4,24.1,0.3
João Pessoa,2008-01-13T00:00:00Z,1,2008,27.79047619047619,30.6,22.7,31.2
João Pessoa,2008-01-20T00:00:00Z,1,2008,28.988888888888887,31.8,22.3,0
João Pessoa,2008-01-27T00:00:00Z,1,2008,28.761904761904763,31.8,22.5,49.1
João Pessoa,2008-02-03T00:00:00Z,2,2008,29.31904761904762,31.8,22.7,4.2
João Pessoa,2008-02-10T00:00:00Z,2,2008,29.36190476190476,31.8,22.5,1
João Pessoa,2008-02-17T00:00:00Z,2,2008,29.485714285714288,32,23.1,3.2
João Pessoa,2008-02-24T00:00:00Z,2,2008,29.704761904761906,32.2,23.9,0.4
João Pessoa,2008-03-02T00:00:00Z,3,2008,29.666666666666664,32.3,23.9,0
João Pessoa,2008-03-09T00:00:00Z,3,2008,29.64761904761905,32.2,23.1,11.6
João Pessoa,2008-03-16T00:00:00Z,3,2008,28.571428571428573,32,22.1,104.8
João Pessoa,2008-03-23T00:00:00Z,3,2008,28.095238095238095,31,22.7,58.2
João Pessoa,2008-03-30T00:00:00Z,3,2008,28.144444444444442,31.4,21.9,86.2
João Pessoa,2008-04-06T00:00:00Z,4,2008,28.238095238095237,31.2,22.5,54.4
João Pessoa,2008-04-13T00:00:00Z,4,2008,28.2,31.2,22.9,49.9
João Pessoa,2008-04-20T00:00:00Z,4,2008,28.17142857142857,31.4,21.9,103.8
João Pessoa,2008-04-27T00:00:00Z,4,2008,27.847619047619048,31.2,22.7,142.2
João Pessoa,2008-05-04T00:00:00Z,5,2008,28.085714285714285,31.8,23.1,43.4
João Pessoa,2008-05-11T00:00:00Z,5,2008,26.494444444444444,30.6,21.7,77.5
João Pessoa,2008-05-18T00:00:00Z,5,2008,27.847619047619048,30.6,21.1,16.7
João Pessoa,2008-05-25T00:00:00Z,5,2008,26.942857142857143,30.6,21.5,161.5
João Pessoa,2008-06-01T00:00:00Z,6,2008,26.561904761904763,30.2,21.3,88.8
João Pessoa,2008-06-08T00:00:00Z,6,2008,26.98095238095238,29.8,21.3,48.6
João Pessoa,2008-06-15T00:00:00Z,6,2008,25.504761904761903,29.6,19.2,197.6
João Pessoa,2008-06-22T00:00:00Z,6,2008,26.357142857142858,29.8,20.5,50
João Pessoa,2008-06-29T00:00:00Z,6,2008,25.442857142857143,28.7,20.3,136
João Pessoa,2008-07-06T00:00:00Z,7,2008,25.857142857142858,29.2,20.7,94.9
João Pessoa,2008-07-13T00:00:00Z,7,2008,25.685714285714287,29.4,20.3,47.4
João Pessoa,2008-07-20T00:00:00Z,7,2008,25.895238095238096,29.1,21.3,15.5
João Pessoa,2008-07-27T00:00:00Z,7,2008,25.10952380952381,29,20.3,76.9
João Pessoa,2008-08-03T00:00:00Z,8,2008,26.076190476190476,28.6,20.2,148.1
João Pessoa,2008-08-10T00:00:00Z,8,2008,26.18095238095238,29.2,20.3,20
João Pessoa,2008-08-17T00:00:00Z,8,2008,26.18095238095238,29.4,19.8,27.3
João Pessoa,2008-08-24T00:00:00Z,8,2008,25.914285714285715,29.2,20.3,66.8
João Pessoa,2008-08-31T00:00:00Z,8,2008,26.511111111111113,29.2,20.9,65
João Pessoa,2008-09-07T00:00:00Z,9,2008,27.095238095238095,30.2,21.5,18.2
João Pessoa,2008-09-14T00:00:00Z,9,2008,27.36190476190476,30,21.5,3.3000000000000003
João Pessoa,2008-09-21T00:00:00Z,9,2008,26.923809523809524,30,20.3,0
João Pessoa,2008-09-28T00:00:00Z,9,2008,27.914285714285715,30.7,22.7,4
João Pessoa,2008-10-05T00:00:00Z,10,2008,26.895238095238096,30.8,21.3,17
João Pessoa,2008-10-12T00:00:00Z,10,2008,27.655555555555555,30.4,22.5,4.5
João Pessoa,2008-10-19T00:00:00Z,10,2008,28.123809523809523,30.6,23.1,13.200000000000001
João Pessoa,2008-10-26T00:00:00Z,10,2008,28.085714285714285,31,24.7,0.1
João Pessoa,2008-11-02T00:00:00Z,11,2008,28.176190476190477,31,23.1,2.7
João Pessoa,2008-11-09T00:00:00Z,11,2008,28.072222222222223,30.6,25.1,0.6
João Pessoa,2008-11-16T00:00:00Z,11,2008,28.21904761904762,31,23.7,0
João Pessoa,2008-11-23T00:00:00Z,11,2008,28.37142857142857,31.6,21.9,3.3
João Pessoa,2008-11-30T00:00:00Z,11,2008,28.58095238095238,31.3,23.3,0
João Pessoa,2008-12-07T00:00:00Z,12,2008,28.123809523809523,30.8,22.5,34.2
João Pessoa,2008-12-14T00:00:00Z,12,2008,28.685714285714287,31.2,23.9,0.8
João Pessoa,2008-12-21T00:00:00Z,12,2008,28.65714285714286,31.4,23.5,25
João Pessoa,2008-12-28T00:00:00Z,12,2008,28.80952380952381,31.3,21.1,0.2
João Pessoa,2009-01-04T00:00:00Z,1,2009,29.02857142857143,31.8,25.4,0
João Pessoa,2009-01-11T00:00:00Z,1,2009,28.552380952380954,31.6,23.3,7.699999999999999
João Pessoa,2009-01-18T00:00:00Z,1,2009,28.847619047619048,31.2,22.3,2.4
João Pessoa,2009-01-25T00:00:00Z,1,2009,28.49047619047619,32,23.7,47.599999999999994
João Pessoa,2009-02-01T00:00:00Z,2,2009,28.714285714285715,31.2,23.5,22.4
João Pessoa,2009-02-08T00:00:00Z,2,2009,29.066666666666666,31.6,24.1,3.6
João Pessoa,2009-02-15T00:00:00Z,2,2009,28.552380952380954,31.2,22.1,62.9
João Pessoa,2009-02-22T00:00:00Z,2,2009,27.333333333333332,31.4,21.5,171.2
João Pessoa,2009-03-01T00:00:00Z,3,2009,28.095238095238095,31.2,22.5,94.5
João Pessoa,2009-03-08T00:00:00Z,3,2009,29.457142857142856,32,22.9,0.5
João Pessoa,2009-03-15T00:00:00Z,3,2009,29.123809523809523,31.8,22.3,33.5
João Pessoa,2009-03-22T00:00:00Z,3,2009,29.666666666666668,32.2,23.3,0.4
João Pessoa,2009-03-29T00:00:00Z,3,2009,29.104761904761904,31.9,23.3,12.1
João Pessoa,2009-04-05T00:00:00Z,4,2009,28.957142857142856,32,22.3,23.1
João Pessoa,2009-04-12T00:00:00Z,4,2009,27.771428571428572,31.7,22.3,194.7
João Pessoa,2009-04-19T00:00:00Z,4,2009,27.761904761904763,31.3,22.3,219.6
João Pessoa,2009-04-26T00:00:00Z,4,2009,27.97142857142857,30.8,23.1,139
João Pessoa,2009-05-03T00:00:00Z,5,2009,27.64761904761905,31.4,21.7,79
João Pessoa,2009-05-10T00:00:00Z,5,2009,27.590476190476192,31.6,22.5,98.2
João Pessoa,2009-05-17T00:00:00Z,5,2009,27.19047619047619,31.2,22.5,208
João Pessoa,2009-05-24T00:00:00Z,5,2009,26.39047619047619,31.1,21.8,98.4
João Pessoa,2009-05-31T00:00:00Z,5,2009,27.00952380952381,31.2,22.1,134.6
João Pessoa,2009-06-07T00:00:00Z,6,2009,26.357142857142858,30.4,21.7,25.9
João Pessoa,2009-06-14T00:00:00Z,6,2009,25.914285714285715,30.2,21.1,24.9
João Pessoa,2009-06-21T00:00:00Z,6,2009,25.557142857142857,30.4,20.7,115
João Pessoa,2009-06-28T00:00:00Z,6,2009,25.2,30,20.7,74.8
João Pessoa,2009-07-05T00:00:00Z,7,2009,25.3,28.6,20.5,48.699999999999996
João Pessoa,2009-07-12T00:00:00Z,7,2009,24.900000000000002,27.2,19.8,20.8
João Pessoa,2009-07-19T00:00:00Z,7,2009,25.5,30.4,20.3,162.5
João Pessoa,2009-07-26T00:00:00Z,7,2009,25.842857142857145,30.4,18.6,9.5
João Pessoa,2009-08-02T00:00:00Z,8,2009,26.80952380952381,29.6,21.1,55.199999999999996
João Pessoa,2009-08-09T00:00:00Z,8,2009,26.761904761904763,30.4,20,19.5
João Pessoa,2009-08-16T00:00:00Z,8,2009,27.447619047619046,30,19.4,10.1
João Pessoa,2009-08-23T00:00:00Z,8,2009,26.79047619047619,30.4,18.8,43.1
João Pessoa,2009-08-30T00:00:00Z,8,2009,27.419047619047618,30.2,19,0.1
João Pessoa,2009-09-06T00:00:00Z,9,2009,27.60952380952381,31.3,20.8,46.4
João Pessoa,2009-09-13T00:00:00Z,9,2009,27.38095238095238,30.2,20.6,21.2
João Pessoa,2009-09-20T00:00:00Z,9,2009,27.923809523809524,30.6,22.3,0.3
João Pessoa,2009-09-27T00:00:00Z,9,2009,27.771428571428572,30.4,20.2,9.1
João Pessoa,2009-10-04T00:00:00Z,10,2009,27.99047619047619,30.7,20.3,0.3
João Pessoa,2009-10-11T00:00:00Z,10,2009,28.409523809523808,31.4,21.5,3.4
João Pessoa,2009-10-18T00:00:00Z,10,2009,28.076190476190476,31,22.3,0
João Pessoa,2009-10-25T00:00:00Z,10,2009,28.4,30.8,23.3,15.600000000000001
João Pessoa,2009-11-01T00:00:00Z,11,2009,28.523809523809522,31.6,24.3,0.8
João Pessoa,2009-11-08T00:00:00Z,11,2009,28.333333333333332,31.6,22.1,39.5
João Pessoa,2009-11-15T00:00:00Z,11,2009,28.304761904761904,30.8,23.1,0
João Pessoa,2009-11-22T00:00:00Z,11,2009,28.38095238095238,31.2,20,0.5
João Pessoa,2009-11-29T00:00:00Z,11,2009,28.295238095238094,31.5,21.7,7.8
João Pessoa,2009-12-06T00:00:00Z,12,2009,28.57142857142857,31.6,20.9,0
João Pessoa,2009-12-13T00:00:00Z,12,2009,28.704761904761906,31.6,22.3,8.7
João Pessoa,2009-12-20T00:00:00Z,12,2009,28.566666666666666,31.4,23.1,13.2
João Pessoa,2009-12-27T00:00:00Z,12,2009,28.84285714285714,31.6,22.7,4.2
João Pessoa,2010-01-03T00:00:00Z,1,2010,28.364285714285714,31.5,21.7,22.200000000000003
João Pessoa,2010-01-10T00:00:00Z,1,2010,28.17142857142857,31.4,21.7,13.4
João Pessoa,2010-01-17T00:00:00Z,1,2010,27.24285714285714,31.4,20.9,43.3
João Pessoa,2010-01-24T00:00:00Z,1,2010,28.67142857142857,31.8,21.9,28.599999999999998
João Pessoa,2010-01-31T00:00:00Z,1,2010,29.485714285714284,32,22.1,3.2
João Pessoa,2010-02-07T00:00:00Z,2,2010,29.038095238095238,32.2,23.1,9.6
João Pessoa,2010-02-14T00:00:00Z,2,2010,29.085714285714285,32.7,24.3,28.5
João Pessoa,2010-02-21T00:00:00Z,2,2010,29.39047619047619,32.6,21.6,35.6
João Pessoa,2010-02-28T00:00:00Z,2,2010,29.83809523809524,32.6,22.6,0
João Pessoa,2010-03-07T00:00:00Z,3,2010,30.085714285714285,33,21.7,0
João Pessoa,2010-03-14T00:00:00Z,3,2010,29.914285714285715,32.8,23.9,2
João Pessoa,2010-03-21T00:00:00Z,3,2010,29.314285714285713,33.6,22.6,15.1
João Pessoa,2010-03-28T00:00:00Z,3,2010,29.81904761904762,33.4,23.7,14.8
João Pessoa,2010-04-04T00:00:00Z,4,2010,28.723809523809525,32.7,22.8,72.8
João Pessoa,2010-04-11T00:00:00Z,4,2010,29.447619047619046,32.5,24.1,11.4
João Pessoa,2010-04-18T00:00:00Z,4,2010,28.866666666666667,32.5,23.9,74.8
João Pessoa,2010-04-25T00:00:00Z,4,2010,29.46666666666667,32.6,22.2,5.9
João Pessoa,2010-05-02T00:00:00Z,5,2010,28.876190476190477,32,21.7,53
João Pessoa,2010-05-09T00:00:00Z,5,2010,29.085714285714285,32.6,22.9,12.8
João Pessoa,2010-05-16T00:00:00Z,5,2010,29,32,22.5,0.2
João Pessoa,2010-05-23T00:00:00Z,5,2010,28.733333333333334,32,20.4,12.5
João Pessoa,2010-05-30T00:00:00Z,5,2010,27.866666666666667,32,21.9,88.3
João Pessoa,2010-06-06T00:00:00Z,6,2010,27.952380952380953,31.8,22.4,7
João Pessoa,2010-06-13T00:00:00Z,6,2010,25.444444444444443,30.8,18.4,142.4
João Pessoa,2010-06-20T00:00:00Z,6,2010,27.80952380952381,31.2,20.5,37
João Pessoa,2010-06-27T00:00:00Z,6,2010,26.885714285714286,30.6,17.6,15.9
João Pessoa,2010-07-04T00:00:00Z,7,2010,26.36190476190476,30.4,19.2,46.9
João Pessoa,2010-07-11T00:00:00Z,7,2010,26.59047619047619,30.6,22.1,51.099999999999994
João Pessoa,2010-07-18T00:00:00Z,7,2010,25.723809523809525,29.6,19.9,77.2
João Pessoa,2010-07-25T00:00:00Z,7,2010,25.942857142857143,29.8,20.4,46.1
João Pessoa,2010-08-01T00:00:00Z,8,2010,25.34285714285714,29.4,16.4,32.7
João Pessoa,2010-08-08T00:00:00Z,8,2010,25.066666666666666,30.3,15.6,57.8
João Pessoa,2010-08-15T00:00:00Z,8,2010,26.228571428571428,29.8,19.8,3.2
João Pessoa,2010-08-22T00:00:00Z,8,2010,25.8,29.6,21.1,54.9
João Pessoa,2010-08-29T00:00:00Z,8,2010,26.38888888888889,29.6,21.4,24.799999999999997
João Pessoa,2010-09-05T00:00:00Z,9,2010,25.542857142857144,29.5,20.9,43.8
João Pessoa,2010-09-12T00:00:00Z,9,2010,26.914285714285715,29.6,20.9,6
João Pessoa,2010-09-19T00:00:00Z,9,2010,26.82857142857143,29.8,20.9,26.1
João Pessoa,2010-09-26T00:00:00Z,9,2010,27.723809523809525,31,22.3,5.5
João Pessoa,2010-10-03T00:00:00Z,10,2010,27.81904761904762,31.2,21.1,0
João Pessoa,2010-10-10T00:00:00Z,10,2010,28.17142857142857,31,25.1,0
João Pessoa,2010-10-17T00:00:00Z,10,2010,27.99047619047619,31.2,24.1,0.2
João Pessoa,2010-10-24T00:00:00Z,10,2010,28.123809523809523,31,23.9,15.4
João Pessoa,2010-10-31T00:00:00Z,10,2010,28.36190476190476,31.4,24.3,2.7
João Pessoa,2010-11-07T00:00:00Z,11,2010,28.37142857142857,31.4,23.4,5.6
João Pessoa,2010-11-14T00:00:00Z,11,2010,28.419047619047618,31.4,22.6,0.2
João Pessoa,2010-11-21T00:00:00Z,11,2010,28.476190476190474,31.4,24.9,1.6
João Pessoa,2010-11-28T00:00:00Z,11,2010,28.61904761904762,31.4,25.3,0.1
João Pessoa,2010-12-05T00:00:00Z,12,2010,28.83809523809524,31.6,24.5,1.7
João Pessoa,2010-12-12T00:00:00Z,12,2010,28.323809523809526,31.6,23.3,29.400000000000002
João Pessoa,2010-12-19T00:00:00Z,12,2010,28.62857142857143,31.4,24.5,4.5
João Pessoa,2010-12-26T00:00:00Z,12,2010,28.83809523809524,31.8,23.9,2.8
João Pessoa,2011-01-02T00:00:00Z,1,2011,28.666666666666668,32.2,24.3,56.2
João Pessoa,2011-01-09T00:00:00Z,1,2011,28.61904761904762,31.4,23.9,10.5
João Pessoa,2011-01-16T00:00:00Z,1,2011,27.947619047619046,32,22.9,100.9
João Pessoa,2011-01-23T00:00:00Z,1,2011,27.8,31.4,22.9,55.4
João Pessoa,2011-01-30T00:00:00Z,1,2011,29.20952380952381,31.6,24.3,4.8999999999999995
João Pessoa,2011-02-06T00:00:00Z,2,2011,29.238095238095237,32,24.1,1
João Pessoa,2011-02-13T00:00:00Z,2,2011,28.561904761904763,31.4,22.7,64.2
João Pessoa,2011-02-20T00:00:00Z,2,2011,28.647619047619045,31.8,23.1,152.29999999999998
João Pessoa,2011-02-27T00:00:00Z,2,2011,29.114285714285714,31.8,23.9,24
João Pessoa,2011-03-06T00:00:00Z,3,2011,29.438095238095237,32.2,24.1,8.9
João Pessoa,2011-03-13T00:00:00Z,3,2011,29.228571428571428,32.2,23.9,13.8
João Pessoa,2011-03-20T00:00:00Z,3,2011,29.59047619047619,32.6,23.9,11.1
João Pessoa,2011-03-27T00:00:00Z,3,2011,29.53333333333333,32.6,24.5,16.4
João Pessoa,2011-04-03T00:00:00Z,4,2011,29.095238095238095,32.6,24.1,89
João Pessoa,2011-04-10T00:00:00Z,4,2011,27.247619047619047,31.6,23.3,174.2
João Pessoa,2011-04-17T00:00:00Z,4,2011,26.655555555555555,31.2,22.9,88.1
João Pessoa,2011-04-24T00:00:00Z,4,2011,27.895238095238096,31.4,22.7,53.400000000000006
João Pessoa,2011-05-01T00:00:00Z,5,2011,27.17142857142857,31,23.9,162.1
João Pessoa,2011-05-08T00:00:00Z,5,2011,26.82857142857143,31.1,22.4,41
João Pessoa,2011-05-15T00:00:00Z,5,2011,26.4,31.2,22.9,212.8
João Pessoa,2011-05-22T00:00:00Z,5,2011,27.476190476190474,31,23.1,40.3
João Pessoa,2011-05-29T00:00:00Z,5,2011,27.62857142857143,30.6,20.9,73.3
João Pessoa,2011-06-05T00:00:00Z,6,2011,26.19047619047619,30.3,22.5,20.2
João Pessoa,2011-06-12T00:00:00Z,6,2011,26.60952380952381,30.1,21.3,64.6
João Pessoa,2011-06-19T00:00:00Z,6,2011,26.18888888888889,30.2,22.9,57
João Pessoa,2011-06-26T00:00:00Z,6,2011,25.63809523809524,29.8,22.1,72.9
João Pessoa,2011-07-03T00:00:00Z,7,2011,25.65714285714286,29.3,22.1,83.2
João Pessoa,2011-07-10T00:00:00Z,7,2011,24.933333333333334,29.4,21.3,230.1
João Pessoa,2011-07-17T00:00:00Z,7,2011,25.285714285714285,29.8,21.5,65.4
João Pessoa,2011-07-24T00:00:00Z,7,2011,26.257142857142856,29.5,21.7,31.9
João Pessoa,2011-07-31T00:00:00Z,7,2011,26.742857142857144,30.4,21.1,18.200000000000003
João Pessoa,2011-08-07T00:00:00Z,8,2011,25.295238095238094,30,21.1,50.9
João Pessoa,2011-08-14T00:00:00Z,8,2011,25.428571428571427,29.4,20.3,76.4
João Pessoa,2011-08-21T00:00:00Z,8,2011,26.18095238095238,29.6,22.1,69.60000000000001
João Pessoa,2011-08-28T00:00:00Z,8,2011,27.2,30.6,21.8,8
João Pessoa,2011-09-04T00:00:00Z,9,2011,26.961904761904762,30,21.7,9.1
João Pessoa,2011-09-11T00:00:00Z,9,2011,26.961904761904762,30.8,22.3,19.4
João Pessoa,2011-09-18T00:00:00Z,9,2011,26.628571428571426,30.8,21.3,3.4
João Pessoa,2011-09-25T00:00:00Z,9,2011,27.542857142857144,30.8,22.9,1.4000000000000001
João Pessoa,2011-10-02T00:00:00Z,10,2011,27.714285714285715,30.8,22.3,1.6
João Pessoa,2011-10-09T00:00:00Z,10,2011,27.4,30.2,22.4,3.9000000000000004
João Pessoa,2011-10-16T00:00:00Z,10,2011,27.8,30.6,23.3,3.4
João Pessoa,2011-10-23T00:00:00Z,10,2011,28.01904761904762,31,23.3,0.1
João Pessoa,2011-10-30T00:00:00Z,10,2011,28.35238095238095,31,25.1,2.2
João Pessoa,2011-11-06T00:00:00Z,11,2011,28.295238095238094,31,24.1,3.6
João Pessoa,2011-11-13T00:00:00Z,11,2011,28.228571428571428,31,24.1,23.900000000000002
João Pessoa,2011-11-20T00:00:00Z,11,2011,28.257142857142856,30.8,24.9,10.299999999999999
João Pessoa,2011-11-27T00:00:00Z,11,2011,27.95714285714286,31.2,23.5,6.2
João Pessoa,2011-12-04T00:00:00Z,12,2011,28.266666666666666,31.2,23.3,2.9000000000000004
João Pessoa,2011-12-11T00:00:00Z,12,2011,28.590476190476192,31.4,24.3,1.3
João Pessoa,2011-12-18T00:00:00Z,12,2011,28.82857142857143,31.5,22.7,0.5
João Pessoa,2011-12-25T00:00:00Z,12,2011,28.55238095238095,31.4,24.9,3.3
João Pessoa,2012-01-01T00:00:00Z,1,2012,28.676190476190477,31.4,25.3,7.8
João Pessoa,2012-01-08T00:00:00Z,1,2012,28.133333333333333,31.4,24.3,25.9
João Pessoa,2012-01-15T00:00:00Z,1,2012,27.847619047619048,31.4,23.1,32.2
João Pessoa,2012-01-22T00:00:00Z,1,2012,27,31.2,22.9,138.3
João Pessoa,2012-01-29T00:00:00Z,1,2012,28.58095238095238,31.2,25.1,5
João Pessoa,2012-02-05T00:00:00Z,2,2012,28.64761904761905,31.4,24.1,3.1
João Pessoa,2012-02-12T00:00:00Z,2,2012,27.771428571428572,31.4,23.3,80.39999999999999
João Pessoa,2012-02-19T00:00:00Z,2,2012,28.047619047619047,31.3,23.7,42.2
João Pessoa,2012-02-26T00:00:00Z,2,2012,28.37142857142857,31.5,22.9,13.6
João Pessoa,2012-03-04T00:00:00Z,3,2012,28.742857142857144,32.3,22.9,14.9
João Pessoa,2012-03-11T00:00:00Z,3,2012,28.61111111111111,31.4,23.1,8
João Pessoa,2012-03-18T00:00:00Z,3,2012,28.895238095238096,32.2,24.5,6
João Pessoa,2012-03-25T00:00:00Z,3,2012,29.00952380952381,32,23.3,5.1
João Pessoa,2012-04-01T00:00:00Z,4,2012,27.961904761904762,31.4,23.7,43.8
João Pessoa,2012-04-08T00:00:00Z,4,2012,28.64761904761905,31.5,22.9,1.3
João Pessoa,2012-04-15T00:00:00Z,4,2012,28.923809523809524,32,23.5,0.2
João Pessoa,2012-04-22T00:00:00Z,4,2012,29.02857142857143,32,20.5,1.7
João Pessoa,2012-04-29T00:00:00Z,4,2012,28.761904761904763,31.6,23.1,8
João Pessoa,2012-05-06T00:00:00Z,5,2012,27.485714285714284,31.2,22.1,25.8
João Pessoa,2012-05-13T00:00:00Z,5,2012,28.19047619047619,31,23.1,0.3
João Pessoa,2012-05-20T00:00:00Z,5,2012,26.723809523809525,31,22.3,138.8
João Pessoa,2012-05-27T00:00:00Z,5,2012,27.695238095238096,30.6,23.2,48.4
João Pessoa,2012-06-03T00:00:00Z,6,2012,27.19047619047619,30.2,22.5,142.9
João Pessoa,2012-06-10T00:00:00Z,6,2012,26.580952380952382,30.4,20.9,25.5
João Pessoa,2012-06-17T00:00:00Z,6,2012,26,30.1,21.3,167.9
João Pessoa,2012-06-24T00:00:00Z,6,2012,25.904761904761905,30,20.7,197
João Pessoa,2012-07-01T00:00:00Z,7,2012,25.952380952380953,29.6,20.7,111.60000000000001
João Pessoa,2012-07-08T00:00:00Z,7,2012,26.34285714285714,29.8,22.1,120.5
João Pessoa,2012-07-15T00:00:00Z,7,2012,26.45714285714286,29.8,21.1,23
João Pessoa,2012-07-22T00:00:00Z,7,2012,26.323809523809523,29.6,21.5,34.2
João Pessoa,2012-07-29T00:00:00Z,7,2012,26.057142857142857,29,20.9,7.5
João Pessoa,2012-08-05T00:00:00Z,8,2012,26.057142857142857,29.8,20.3,8.3
João Pessoa,2012-08-12T00:00:00Z,8,2012,25.6,29.2,20.5,47.300000000000004
João Pessoa,2012-08-19T00:00:00Z,8,2012,25.933333333333334,29,20.5,13.3
João Pessoa,2012-08-26T00:00:00Z,8,2012,26.504761904761907,29.7,21.1,9.9
João Pessoa,2012-09-02T00:00:00Z,9,2012,25.83809523809524,29.7,20.7,19.8
João Pessoa,2012-09-09T00:00:00Z,9,2012,27.01904761904762,30.2,21.5,5.2
João Pessoa,2012-09-16T00:00:00Z,9,2012,26.647619047619045,30,20.9,6.9
